"FirstNeg" "SecondNeg" "FirstPos" "SecondPos" "TotalMechs" "TotalNeg" "TotalPos" "FalseMech1" "FalseMech2" "FalseMech3" "FalseMech4" "exRf$y"
"445" 4 99 0 0 15 2 0 1 8 0 0 "1"
"446" 7 97 0 0 12 2 0 0 7 0 0 "1"
"447" 129 NA 0 0 13 1 0 9 0 0 0 "1"
"448" 3 5 156 145 52 15 3 2 4 4 7 "1"
"449" 11 14 100 62 52 16 3 5 7 12 18 "-1"
"450" 2 4 57 0 30 10 1 1 3 13 0 "1"
"451" 5 12 143 9 50 15 2 1 5 3 47 "-1"
"452" 4 101 0 0 14 4 0 0 7 0 0 "1"
"453" 21 22 138 13 59 18 2 10 11 9 54 "-1"
"454" 12 14 147 31 42 10 2 5 7 5 25 "-1"
"455" 3 4 24 0 38 10 1 1 2 21 0 "1"
"456" 5 9 105 55 48 14 2 2 4 10 16 "1"
"457" 10 13 0 0 46 13 0 4 5 0 0 "-1"
"458" 5 9 54 0 42 11 1 3 7 15 0 "1"
"459" 2 3 0 0 15 6 0 0 1 0 0 "1"
"460" 1 3 0 0 14 6 0 0 1 0 0 "1"
"461" 35 NA 0 0 42 1 0 19 0 0 0 "1"
"462" 0 0 0 0 46 0 0 0 0 0 0 "1"
"463" 1 11 149 143 52 13 3 0 6 4 6 "1"
"464" 13 15 142 0 52 17 1 5 7 5 0 "-1"
"465" 2 8 146 123 47 12 3 0 5 4 9 "1"
"466" 135 NA 0 0 11 1 0 8 0 0 0 "1"
"467" 4 6 127 20 40 14 3 0 1 6 30 "-1"
"468" 5 11 146 0 47 11 1 3 6 3 0 "1"
"469" 10 12 148 0 16 5 1 0 1 3 0 "1"
"470" 3 10 0 0 14 3 0 0 3 0 0 "1"
"471" 4 7 0 0 14 4 0 0 1 0 0 "1"
"472" 107 135 0 0 14 2 0 8 11 0 0 "1"
"473" 4 19 0 0 14 3 0 0 2 0 0 "1"
"474" 0 0 0 0 13 0 0 0 0 0 0 "1"
"475" 0 0 0 0 13 0 0 0 0 0 0 "1"
"476" 15 117 0 0 14 2 0 2 11 0 0 "1"
"477" 6 12 150 58 60 17 2 3 5 6 30 "-1"
"478" 4 10 158 27 41 12 2 1 6 3 25 "1"
"479" 7 38 183 0 51 11 1 0 14 2 0 "1"
"480" 6 19 76 0 60 21 1 3 6 29 0 "-1"
"481" 5 10 179 157 44 13 2 2 6 1 4 "1"
"482" 7 8 144 0 48 15 1 4 5 4 0 "1"
"483" 4 5 170 90 38 11 4 0 1 2 9 "1"
"484" 16 17 160 77 59 15 4 11 12 2 19 "1"
"485" 8 24 0 0 15 4 0 0 3 0 0 "1"
"486" 8 129 0 0 14 3 0 0 10 0 0 "1"
"487" 6 42 0 0 14 2 0 0 4 0 0 "1"
"488" 9 17 0 0 13 2 0 1 3 0 0 "1"
"489" 4 110 149 0 15 2 1 0 9 1 0 "1"
"490" 2 19 0 0 13 3 0 0 2 0 0 "1"
"491" 3 5 131 0 15 2 1 0 1 2 0 "1"
"492" 5 9 0 0 13 2 0 0 1 0 0 "1"
"493" 96 NA 0 0 13 1 0 9 0 0 0 "1"
"494" 3 18 111 0 57 21 1 1 7 18 0 "-1"
"495" 15 18 112 45 49 17 2 5 8 10 24 "-1"
"496" 1 8 57 0 56 17 1 0 6 20 0 "1"
"497" 1 2 83 33 59 29 2 0 1 15 33 "-1"
"498" 1 2 157 87 67 18 8 0 1 5 17 "-1"
"499" 1 5 126 0 60 20 1 0 3 11 0 "1"
"500" 1 8 151 0 60 20 1 0 5 6 0 "-1"
"501" 7 17 172 0 39 13 1 1 9 1 0 "1"
"502" 4 7 178 153 55 15 5 2 4 4 8 "1"
"503" 1 5 0 0 37 14 0 0 3 0 0 "1"
"504" 17 22 0 0 63 18 0 10 12 0 0 "1"
"505" 2 3 0 0 25 15 0 0 1 0 0 "1"
"506" 1 2 0 0 64 28 0 0 1 0 0 "-1"
"507" 11 13 164 0 47 14 1 4 5 1 0 "1"
"508" 1 2 55 0 56 20 1 0 1 23 0 "-1"
"509" 3 4 64 43 72 24 2 1 2 39 50 "-1"
"510" 1 3 125 78 65 24 3 0 1 10 18 "-1"
"511" 4 6 185 0 49 18 1 2 4 0 0 "1"
"512" 1 12 159 22 62 22 2 0 4 7 50 "-1"
"513" 8 42 44 0 46 11 1 1 19 24 0 "1"
"514" 1 9 173 165 60 16 4 0 5 5 8 "-1"
"515" 1 5 176 0 63 24 1 0 3 2 0 "1"
"516" 1 4 0 0 74 31 0 0 3 0 0 "-1"
"517" 4 5 194 80 49 19 2 2 3 0 14 "-1"
"518" 3 9 0 0 41 12 0 2 8 0 0 "1"
"519" 1 2 0 0 40 16 0 0 1 0 0 "-1"
"520" 1 15 170 168 52 16 2 0 9 2 3 "-1"
"521" 3 5 159 73 72 25 2 1 2 14 36 "-1"
"522" 1 2 175 169 69 30 4 0 1 2 4 "-1"
"523" 3 4 116 101 70 24 3 1 2 17 26 "-1"
"524" 1 16 157 0 52 19 1 0 6 4 0 "-1"
"525" 1 7 94 0 63 21 1 0 4 14 0 "-1"
"526" 6 12 166 159 55 21 4 2 6 4 5 "1"
"527" 1 2 72 0 56 20 1 0 1 17 0 "-1"
"528" 1 2 71 58 56 16 2 0 1 12 21 "-1"
"529" 1 2 50 0 56 19 1 0 1 26 0 "-1"
"530" 2 4 99 43 51 14 3 0 1 11 22 "1"
"531" 4 9 112 14 59 20 3 2 6 9 47 "1"
"532" 7 14 98 0 46 11 1 5 9 11 0 "1"
"533" 7 19 16 0 29 7 1 1 6 25 0 "1"
"534" 2 7 161 41 51 11 2 1 5 4 25 "1"
"535" 1 14 172 62 40 10 2 0 6 3 13 "-1"
"536" 1 6 0 0 33 15 0 0 1 0 0 "-1"
"537" 1 12 81 0 49 15 1 0 5 13 0 "-1"
"538" 1 7 21 0 51 16 1 0 5 35 0 "1"
"539" 2 5 165 49 50 14 2 0 2 4 23 "1"
"540" 7 9 0 0 51 18 0 4 6 0 0 "1"
"541" 4 6 64 59 52 10 2 3 4 19 21 "1"
"542" 7 10 144 103 54 18 2 3 6 12 18 "1"
"543" 1 2 0 0 47 16 0 0 1 0 0 "1"
"544" 3 5 0 0 16 4 0 0 1 0 0 "-1"
"545" 5 11 194 26 16 4 2 0 3 0 10 "-1"
"546" 28 173 0 0 15 2 0 4 13 0 0 "1"
"547" 8 9 164 158 55 13 3 5 6 3 5 "1"
"548" 4 7 190 142 55 17 4 3 4 0 8 "1"
"549" 4 6 103 0 32 8 1 2 4 8 0 "1"
"550" 1 10 164 28 52 14 2 0 5 2 32 "-1"
"551" 5 13 34 0 14 4 1 0 2 9 0 "-1"
"552" 8 15 192 169 64 17 5 3 6 1 5 "1"
"553" 14 19 37 0 48 11 1 7 12 26 0 "1"
"554" 2 3 25 0 43 14 1 1 2 25 0 "1"
"555" 1 8 164 105 46 12 2 0 2 3 10 "-1"
"556" 4 14 0 0 46 14 0 2 9 0 0 "1"
"557" 5 14 178 0 44 13 1 3 8 1 0 "1"
"558" 5 12 0 0 19 6 0 0 2 0 0 "-1"
"559" 5 16 0 0 18 5 0 0 3 0 0 "-1"
"560" 0 0 168 19 50 0 2 0 0 3 36 "1"
"561" 0 0 0 0 48 0 0 0 0 0 0 "1"
"562" 3 5 169 145 53 15 4 1 3 2 6 "1"
"563" 12 13 118 0 52 18 1 6 7 9 0 "1"
"564" 1 11 190 147 46 11 2 0 6 0 7 "-1"
"565" 4 6 0 0 14 2 0 0 1 0 0 "-1"
"566" 1 7 47 0 46 17 1 0 3 24 0 "-1"
"567" 8 10 41 0 49 10 1 3 4 19 0 "1"
"568" 5 7 0 0 17 7 0 0 1 0 0 "-1"
"569" 4 14 0 0 17 4 0 0 4 0 0 "-1"
"570" 4 14 0 0 13 3 0 0 1 0 0 "-1"
"571" 6 11 0 0 18 3 0 0 1 0 0 "-1"
"572" 4 13 24 0 14 3 1 0 1 10 0 "-1"
"573" 0 0 0 0 14 0 0 0 0 0 0 "1"
"574" 16 NA 0 0 17 1 0 4 0 0 0 "1"
"575" 4 29 0 0 18 4 0 0 5 0 0 "-1"
"576" 1 12 122 45 64 14 3 0 9 11 28 "-1"
"577" 10 12 188 173 42 12 3 4 5 1 2 "1"
"578" 20 27 188 178 60 12 3 13 20 0 3 "1"
"579" 5 8 174 120 72 24 4 2 5 5 22 "-1"
"580" 1 9 189 154 44 12 2 0 2 0 5 "-1"
"581" 5 6 24 0 55 13 1 4 5 36 0 "1"
"582" 1 12 78 0 43 14 1 0 4 16 0 "-1"
"583" 1 11 172 0 64 16 1 0 8 4 0 "-1"
"584" 7 15 22 0 15 5 1 0 1 11 0 "-1"
"585" 5 14 0 0 14 2 0 0 1 0 0 "-1"
"586" 2 4 0 0 14 3 0 0 1 0 0 "-1"
"587" 3 14 0 0 13 2 0 0 1 0 0 "-1"
"588" 4 10 0 0 18 3 0 0 3 0 0 "-1"
"589" 6 17 0 0 14 4 0 0 1 0 0 "-1"
"590" 3 5 0 0 19 4 0 0 2 0 0 "-1"
"591" 4 16 0 0 17 2 0 0 3 0 0 "-1"
"592" 6 8 0 0 17 3 0 0 1 0 0 "-1"
"593" 1 4 172 75 68 24 3 0 2 10 33 "-1"
"594" 11 12 0 0 49 17 0 2 3 0 0 "1"
"595" 4 10 63 0 37 12 1 0 5 11 0 "-1"
"596" 1 6 140 0 36 11 1 0 1 2 0 "1"
"597" 1 3 129 118 46 16 5 0 1 11 13 "-1"
"598" 1 8 176 125 37 11 2 0 3 0 9 "1"
"599" 2 4 151 149 37 11 2 0 1 5 6 "1"
"600" 1 8 74 0 39 13 1 0 2 14 0 "-1"
"601" 4 9 176 38 35 8 2 0 2 0 16 "1"
"602" 13 16 49 14 30 9 2 5 8 12 23 "-1"
"603" 4 6 89 23 43 12 3 0 2 15 30 "-1"
"604" 1 5 0 0 15 7 0 0 1 0 0 "1"
"605" 2 9 173 0 38 14 1 0 3 0 0 "-1"
"606" 3 6 178 25 34 10 2 1 2 1 20 "1"
"607" 6 8 14 0 36 10 1 1 3 28 0 "-1"
"608" 1 9 114 40 47 16 3 0 2 13 33 "-1"
"609" 4 5 35 6 38 13 2 0 1 23 35 "-1"
"610" 2 4 18 0 35 14 1 0 1 24 0 "-1"
"611" 3 5 49 44 35 14 2 0 2 15 18 "-1"
"612" 6 17 0 0 37 10 0 1 6 0 0 "-1"
"613" 1 5 133 24 39 14 2 0 2 3 23 "-1"
"614" 4 6 135 50 38 14 2 0 1 6 16 "1"
"615" 4 9 161 43 38 11 2 0 2 1 19 "-1"
"616" 5 14 125 28 21 11 2 0 1 4 17 "-1"
"617" 4 14 0 0 25 7 0 1 4 0 0 "1"
"618" 2 6 0 0 41 15 0 0 2 0 0 "-1"
"619" 1 5 187 166 38 12 4 0 1 0 1 "-1"
"620" 6 17 156 37 47 17 3 0 3 7 31 "-1"
"621" 7 20 160 23 37 11 4 1 7 2 26 "1"
"622" 11 23 169 54 49 17 3 2 7 6 29 "-1"
"623" 2 6 176 4 37 11 2 0 2 1 35 "-1"
"624" 3 4 151 0 40 14 1 0 1 5 0 "-1"
"625" 1 9 145 39 36 10 2 0 3 1 16 "-1"
"626" 7 11 34 0 36 10 1 0 2 20 0 "-1"
"627" 7 10 45 0 36 9 1 0 2 16 0 "-1"
"628" 4 7 23 0 36 10 1 0 1 25 0 "-1"
"629" 1 4 161 159 33 5 2 0 1 0 1 "1"
"630" 2 3 0 0 38 15 0 0 1 0 0 "-1"
"631" 3 26 176 91 30 7 2 0 6 1 8 "1"
"632" 38 192 156 0 10 2 1 1 9 1 0 "-1"
"633" 11 14 52 0 31 6 1 3 5 9 0 "1"
"634" 12 13 49 4 36 10 2 3 4 15 34 "-1"
"635" 10 36 0 0 27 7 0 4 14 0 0 "-1"
"636" 2 10 83 37 36 12 2 0 3 9 21 "-1"
"637" 10 29 0 0 34 10 0 4 8 0 0 "-1"
"638" 28 33 128 23 36 9 2 11 13 5 28 "-1"
"639" 1 14 21 0 36 11 1 0 7 23 0 "-1"
"640" 7 8 38 0 36 8 1 3 4 19 0 "-1"
"641" 1 10 102 58 38 11 2 0 3 7 14 "-1"
"642" 9 18 43 0 32 11 1 1 5 13 0 "-1"
"643" 133 NA 112 0 10 1 1 8 0 3 0 "1"
"644" 35 NA 41 0 8 1 1 1 0 5 0 "1"
"645" 122 NA 0 0 9 1 0 5 0 0 0 "1"
"646" 3 20 85 31 36 9 3 0 10 7 21 "-1"
"647" 1 15 93 58 36 9 2 0 4 7 13 "-1"
"648" 15 17 103 10 18 3 2 2 3 4 16 "1"
"649" 1 4 0 0 35 8 0 0 2 0 0 "-1"
"650" 46 NA 29 0 10 1 1 3 0 8 0 "1"
"651" 9 31 141 15 41 14 2 2 8 6 36 "-1"
"652" 2 14 0 0 30 8 0 0 8 0 0 "-1"
"653" 1 14 85 46 32 9 2 0 7 7 13 "-1"
"654" 5 33 180 0 32 7 1 0 10 0 0 "1"
"655" 26 31 163 0 33 8 1 6 9 1 0 "1"
"656" 8 17 12 11 33 9 2 2 6 28 29 "-1"
"657" 3 53 52 0 10 2 1 0 4 6 0 "1"
"658" 1 2 78 0 10 4 1 0 1 4 0 "-1"
"659" 0 0 0 0 32 0 0 0 0 0 0 "1"
"660" 0 0 0 0 39 0 0 0 0 0 0 "1"
"661" 12 26 165 62 37 7 3 2 7 0 14 "1"
"662" 2 6 146 18 35 9 3 0 4 1 23 "-1"
"663" 3 18 80 0 34 8 1 0 8 6 0 "-1"
"664" 1 NA 0 0 9 1 0 0 0 0 0 "-1"
"665" 2 12 180 67 42 15 4 0 2 3 17 "-1"
"666" 3 14 0 0 33 8 0 0 4 0 0 "1"
"667" 1 8 25 0 11 2 1 0 1 7 0 "-1"
"668" 1 2 56 0 10 3 1 0 1 6 0 "-1"
"669" 0 0 17 0 9 0 1 0 0 7 0 "1"
"670" 0 0 0 0 10 0 0 0 0 0 0 "1"
"671" 23 NA 26 0 9 1 1 1 0 6 0 "1"
"672" 0 0 0 0 8 0 0 0 0 0 0 "1"
"673" 0 0 0 0 10 0 0 0 0 0 0 "1"
"674" 124 NA 83 0 10 1 1 7 0 5 0 "1"
"675" 5 7 49 41 37 9 2 1 2 16 20 "1"
"676" 2 3 86 15 40 11 2 0 1 11 33 "-1"
"677" 1 22 172 6 42 10 2 0 9 4 40 "-1"
"678" 15 21 116 37 49 17 3 2 3 16 36 "-1"
"679" 10 14 36 0 35 11 1 1 5 17 0 "-1"
"680" 7 11 123 0 34 10 1 1 2 3 0 "-1"
"681" 2 3 189 186 41 13 4 0 1 2 3 "-1"
"682" 8 9 69 31 40 12 2 1 2 16 27 "-1"
"683" 46 NA 42 0 9 1 1 2 0 7 0 "1"
"684" 0 0 77 0 8 0 1 0 0 3 0 "1"
"685" 0 0 78 0 9 0 1 0 0 3 0 "1"
"686" 0 0 107 0 9 0 1 0 0 1 0 "1"
"687" 2 3 81 0 10 2 1 0 1 5 0 "-1"
"688" 117 NA 72 0 10 1 1 6 0 6 0 "1"
"689" 1 3 66 0 10 2 1 0 1 5 0 "-1"
"690" 1 2 43 0 10 3 1 0 1 5 0 "-1"
"691" 0 0 0 0 10 0 0 0 0 0 0 "1"
"692" 20 25 83 38 49 17 3 5 7 21 37 "-1"
"693" 1 17 57 0 33 9 1 0 6 12 0 "-1"
"694" 10 13 100 40 41 12 2 3 5 6 19 "-1"
"695" 1 7 190 41 51 16 3 0 1 0 28 "-1"
"696" 11 14 163 55 47 9 6 4 6 1 17 "-1"
"697" 17 20 34 0 43 12 1 3 5 27 0 "-1"
"698" 24 28 48 0 42 11 1 8 11 23 0 "-1"
"699" 4 8 108 54 55 15 5 0 2 12 22 "-1"
"700" 7 9 90 14 35 8 2 0 1 10 30 "1"
"701" 12 17 10 0 36 15 1 3 4 33 0 "-1"
"702" 4 6 171 46 50 18 3 1 2 2 24 "-1"
"703" 6 13 132 8 21 7 4 3 8 2 15 "-1"
"704" 1 21 93 44 45 15 2 0 8 12 23 "-1"
"705" 19 21 25 0 40 15 1 3 4 31 0 "-1"
"706" 3 9 76 55 42 14 2 0 1 11 14 "-1"
"707" 1 4 170 156 54 21 4 0 1 2 7 "-1"
"708" 6 16 159 148 47 17 3 1 5 5 6 "-1"
"709" 7 17 0 0 33 15 0 1 5 0 0 "-1"
"710" 5 13 96 55 44 14 2 0 3 11 15 "-1"
"711" 4 23 97 52 43 13 3 0 8 9 19 "-1"
"712" 3 4 177 13 48 15 2 0 1 1 40 "1"
"713" 20 26 117 61 46 14 2 7 12 8 19 "-1"
"714" 4 8 132 74 53 16 6 1 3 9 16 "-1"
"715" 5 9 140 134 32 9 4 1 4 2 4 "-1"
"716" 15 19 0 0 27 8 0 3 6 0 0 "-1"
"717" 1 9 23 0 33 9 1 0 4 21 0 "-1"
"718" 6 15 53 38 41 16 2 0 3 15 24 "-1"
"719" 1 2 169 168 54 21 4 0 1 1 2 "-1"
"720" 13 14 65 60 49 14 6 4 5 17 20 "-1"
"721" 3 4 188 186 54 20 6 0 1 0 1 "-1"
"722" 4 10 42 0 44 16 1 1 4 21 0 "-1"
"723" 1 10 146 33 47 16 2 0 3 6 28 "-1"
"724" 19 23 22 0 50 18 1 5 7 43 0 "-1"
"725" 3 6 67 0 42 13 1 0 1 14 0 "-1"
"726" 2 10 34 0 42 14 1 0 1 25 0 "-1"
"727" 4 8 54 13 42 13 2 0 1 16 37 "-1"
"728" 21 27 180 135 47 11 5 4 9 2 9 "-1"
"729" 3 12 155 59 45 16 3 0 3 3 19 "-1"
"730" 1 15 54 6 41 14 2 0 6 16 38 "-1"
"731" 13 15 58 0 24 7 1 2 3 10 0 "-1"
"732" 2 4 68 0 45 13 1 0 1 13 0 "-1"
"733" 1 2 25 0 40 15 1 0 1 27 0 "-1"
"734" 1 18 87 0 31 14 1 0 6 7 0 "-1"
"735" 17 21 88 47 45 17 3 9 10 8 18 "-1"
"736" 9 12 165 0 45 17 1 3 5 1 0 "-1"
"737" 7 17 0 0 47 14 0 1 7 0 0 "-1"
"738" 3 8 172 78 45 15 2 0 3 0 13 "-1"
"739" 16 19 43 0 44 11 1 4 6 20 0 "-1"
"740" 7 12 149 84 46 16 3 0 5 4 14 "-1"
"741" 1 9 167 52 44 14 3 0 4 1 16 "-1"
"742" 9 181 18 0 11 2 1 1 10 7 0 "1"
"743" 183 NA 193 182 14 1 5 11 0 0 3 "1"
"744" 9 NA 0 0 11 1 0 2 0 0 0 "1"
"745" 3 12 172 60 45 17 2 0 3 0 18 "-1"
"746" 10 14 113 93 46 12 6 5 8 7 10 "-1"
"747" 1 12 159 69 29 7 3 0 6 1 8 "-1"
"748" 10 14 174 0 41 12 1 4 5 0 0 "-1"
"749" 2 NA 187 177 11 1 2 0 0 0 1 "1"
"750" 1 9 73 0 53 17 1 0 5 19 0 "-1"
"751" 6 22 81 1 42 15 2 1 10 12 41 "-1"
"752" 11 20 21 0 41 14 1 1 5 34 0 "-1"
"753" 18 22 5 0 40 13 1 4 6 39 0 "-1"
"754" 14 16 0 0 41 14 0 3 5 0 0 "-1"
"755" 5 13 99 65 44 13 3 0 1 12 16 "-1"
"756" 1 NA 21 16 14 1 2 0 0 7 9 "-1"
"757" 0 0 8 0 14 0 1 0 0 11 0 "1"
"758" 32 NA 58 12 49 1 3 18 0 17 46 "1"
"759" 0 0 0 0 42 0 0 0 0 0 0 "1"
"760" 2 5 54 0 47 19 1 0 2 19 0 "-1"
"761" 19 20 47 29 42 15 3 3 4 20 31 "-1"
"762" 1 31 162 94 41 11 4 0 12 1 10 "-1"
"763" 25 NA 0 0 10 1 0 4 0 0 0 "1"
"764" 11 13 103 0 42 12 1 5 6 8 0 "-1"
"765" 4 12 0 0 41 14 0 0 1 0 0 "-1"
"766" 7 11 4 0 12 2 1 1 3 11 0 "1"
"767" 9 NA 16 0 13 1 1 2 0 7 0 "1"
"768" 0 0 15 0 10 0 1 0 0 6 0 "1"
"769" 1 NA 0 0 14 1 0 0 0 0 0 "-1"
"770" 8 NA 10 0 11 1 1 2 0 7 0 "1"
"771" 0 0 0 0 10 0 0 0 0 0 0 "1"
"772" 1 NA 0 0 14 1 0 0 0 0 0 "-1"
"773" 2 45 19 0 14 2 1 1 8 8 0 "-1"
"774" 4 10 144 0 51 18 1 1 3 4 0 "-1"
"775" 5 7 59 0 41 13 1 0 2 15 0 "-1"
"776" 7 14 186 170 51 12 4 1 7 0 2 "-1"
"777" 2 8 122 105 54 20 5 0 2 9 16 "-1"
"778" 1 23 99 58 39 10 3 0 8 6 14 "-1"
"779" 10 14 71 25 49 12 2 3 6 15 34 "-1"
"780" 2 17 161 90 40 10 3 0 8 0 7 "-1"
"781" 5 6 169 118 51 18 3 1 2 1 8 "-1"
"782" 182 NA 180 150 11 1 2 9 0 2 3 "1"
"783" 0 0 14 0 10 0 1 0 0 7 0 "1"
"784" 69 NA 9 0 10 1 1 7 0 7 0 "1"
"785" 0 0 10 0 10 0 1 0 0 6 0 "1"
"786" 119 NA 8 0 14 1 1 10 0 11 0 "1"
"787" 157 NA 7 0 11 1 1 10 0 8 0 "1"
"788" 130 NA 6 1 15 1 2 13 0 12 14 "1"
"789" 0 0 7 0 14 0 1 0 0 11 0 "1"
"790" 1 143 4 0 14 2 1 0 13 11 0 "-1"
"791" 5 7 183 105 54 20 6 1 3 1 17 "-1"
"792" 9 11 41 2 43 14 2 3 5 23 41 "-1"
"793" 16 17 0 0 34 12 0 6 7 0 0 "-1"
"794" 13 17 0 0 36 15 0 1 3 0 0 "-1"
"795" 10 11 121 44 35 11 2 3 4 4 17 "-1"
"796" 8 10 0 0 37 14 0 1 2 0 0 "-1"
"797" 4 17 0 0 35 13 0 0 2 0 0 "-1"
"798" 9 12 0 0 37 14 0 2 3 0 0 "-1"
"799" 5 13 144 12 30 9 2 0 5 2 25 "1"
"800" 10 14 155 0 36 15 1 0 2 2 0 "-1"
"801" 9 10 0 0 37 17 0 0 1 0 0 "-1"
"802" 3 8 0 0 15 6 0 1 2 0 0 "1"
"803" 9 14 0 0 32 14 0 1 3 0 0 "-1"
"804" 5 9 0 0 34 15 0 0 2 0 0 "-1"
"805" 4 7 53 0 32 13 1 0 1 10 0 "-1"
"806" 8 9 0 0 38 18 0 2 3 0 0 "-1"
"807" 9 12 13 4 33 12 2 3 5 26 32 "1"
"808" 10 11 0 0 26 12 0 2 3 0 0 "-1"
"809" 10 13 0 0 34 15 0 1 3 0 0 "-1"
"810" 12 14 88 0 33 12 1 1 3 7 0 "1"
"811" 8 11 0 0 35 15 0 0 1 0 0 "-1"
"812" 13 21 0 0 35 16 0 2 7 0 0 "-1"
"813" 4 13 0 0 37 15 0 0 3 0 0 "-1"
"814" 27 29 73 0 20 9 1 2 3 9 0 "-1"
"815" 23 25 0 0 26 6 0 9 11 0 0 "-1"
"816" 3 11 49 0 28 8 1 0 6 9 0 "1"
"817" 5 9 118 0 34 15 1 0 1 6 0 "1"
"818" 11 20 0 0 38 19 0 2 3 0 0 "-1"
"819" 9 15 181 0 35 14 1 1 3 1 0 "-1"
"820" 16 22 156 0 38 18 1 3 5 7 0 "-1"
"821" 12 15 151 16 36 14 2 3 6 6 28 "-1"
"822" 3 9 0 0 34 14 0 0 1 0 0 "-1"
"823" 8 15 83 0 35 16 1 0 3 13 0 "-1"
"824" 9 17 65 0 32 12 1 2 5 10 0 "-1"
"825" 6 9 87 0 32 12 1 0 1 8 0 "-1"
"826" 6 10 78 0 32 11 1 0 2 8 0 "-1"
"827" 6 11 158 149 34 11 2 0 2 2 3 "-1"
"828" 7 11 0 0 34 14 0 0 1 0 0 "-1"
"829" 3 7 0 0 37 15 0 1 3 0 0 "-1"
"830" 6 28 0 0 17 6 0 2 4 0 0 "-1"
"831" 14 15 6 0 37 11 1 4 5 34 0 "-1"
"832" 7 9 14 0 30 13 1 0 2 23 0 "1"
"833" 10 24 0 0 31 12 0 4 11 0 0 "1"
"834" 3 10 0 0 33 16 0 0 2 0 0 "-1"
"835" 6 7 0 0 36 15 0 1 2 0 0 "-1"
"836" 4 9 78 0 38 15 1 0 2 13 0 "1"
"837" 10 12 0 0 38 16 0 2 3 0 0 "-1"
"838" 4 8 0 0 38 15 0 1 2 0 0 "-1"
"839" 8 13 162 0 37 17 1 0 1 4 0 "-1"
"840" 10 11 27 0 39 17 1 2 3 24 0 "-1"
"841" 4 14 0 0 9 2 0 0 1 0 0 "1"
"842" 2 6 23 0 10 3 1 0 1 6 0 "1"
"843" 8 116 0 0 11 3 0 1 9 0 0 "1"
"844" 6 9 127 42 36 17 2 1 2 6 17 "-1"
"845" 7 12 137 99 38 14 2 2 4 6 9 "-1"
"846" 1 8 69 27 24 11 2 0 3 11 15 "-1"
"847" 7 16 155 36 35 11 2 2 5 1 16 "-1"
"848" 5 132 0 0 10 4 0 0 7 0 0 "1"
"849" 5 7 165 124 42 16 4 2 3 2 6 "-1"
"850" 12 29 0 0 36 12 0 3 9 0 0 "-1"
"851" 9 19 0 0 38 15 0 1 6 0 0 "1"
"852" 3 10 0 0 34 14 0 1 2 0 0 "-1"
"853" 6 12 0 0 36 15 0 1 4 0 0 "-1"
"854" 7 10 32 15 39 14 2 1 3 25 31 "1"
"855" 13 NA 8 0 10 1 1 3 0 8 0 "1"
"856" 5 14 0 0 9 2 0 0 1 0 0 "1"
"857" 12 NA 152 0 36 1 1 2 0 1 0 "-1"
"858" 0 0 0 0 37 0 0 0 0 0 0 "1"
"859" 6 7 167 30 39 15 3 2 3 3 23 "-1"
"860" 3 7 71 0 38 15 1 1 4 13 0 "-1"
"861" 3 15 11 0 34 12 1 0 6 30 0 "-1"
"862" 0 0 0 0 8 0 0 0 0 0 0 "1"
"863" 9 12 0 0 32 13 0 3 4 0 0 "1"
"864" 2 7 0 0 35 13 0 0 2 0 0 "-1"
"865" 8 9 0 0 10 4 0 0 1 0 0 "1"
"866" 1 6 0 0 9 3 0 0 1 0 0 "1"
"867" 3 111 0 0 9 3 0 0 7 0 0 "1"
"868" 4 127 0 0 11 2 0 1 10 0 0 "1"
"869" 3 6 0 0 10 3 0 0 1 0 0 "1"
"870" 0 0 0 0 10 0 0 0 0 0 0 "1"
"871" 0 0 5 0 11 0 1 0 0 9 0 "1"
"872" 1 5 0 0 11 3 0 0 1 0 0 "1"
"873" 7 9 13 0 37 14 1 3 4 30 0 "1"
"874" 8 12 130 57 36 14 2 3 5 6 14 "-1"
"875" 16 26 0 0 35 11 0 4 8 0 0 "-1"
"876" 7 16 88 0 38 18 1 0 4 14 0 "-1"
"877" 6 8 0 0 33 14 0 1 3 0 0 "1"
"878" 4 7 0 0 37 16 0 0 1 0 0 "-1"
"879" 1 4 67 0 30 11 1 0 1 7 0 "1"
"880" 11 12 134 77 40 15 2 4 5 2 11 "-1"
"881" 4 10 0 0 10 3 0 0 1 0 0 "1"
"882" 2 12 0 0 10 3 0 0 2 0 0 "1"
"883" 13 NA 0 0 8 1 0 1 0 0 0 "1"
"884" 3 NA 0 0 7 1 0 0 0 0 0 "1"
"885" 2 27 137 0 11 2 1 0 2 0 0 "1"
"886" 5 103 0 0 9 3 0 0 6 0 0 "1"
"887" 6 8 145 0 12 3 1 0 1 0 0 "1"
"888" 1 15 0 0 9 2 0 0 1 0 0 "1"
"889" 2 79 0 0 11 2 0 0 6 0 0 "1"
"890" 8 16 110 0 38 18 1 1 6 10 0 "-1"
"891" 2 15 0 0 34 14 0 0 3 0 0 "-1"
"892" 2 5 38 0 56 17 1 1 3 32 0 "-1"
"893" 1 3 128 42 48 15 3 0 2 5 23 "-1"
"894" 3 11 130 102 73 18 6 2 4 10 16 "-1"
"895" 8 9 52 34 58 15 2 3 4 24 38 "-1"
"896" 5 9 73 39 60 16 2 2 3 18 33 "-1"
"897" 11 14 0 0 63 18 0 5 7 0 0 "-1"
